stop_id,stop_name,stop_lat,stop_lon
54,Jumbo,-15.47170652,28.26170639
55,Jumbo,-15.47169022,28.26160226
56,Uno Filling Station,-15.46853061,28.26208034
57,Uno Filling Station,-15.46853394,28.26198143
58,Abo Abbas Supermarket,-15.46425629,28.26241194
59,Abo Abbas Supermarket,-15.4641894,28.2623122
60,Zns,-15.4604377,28.26393772
61,Zns,-15.46030517,28.26389851
62,Linda,-15.52859387,28.2362714
63,Buckley Hillview,-15.52431281,28.23557314
64,Lilayi,-15.52234629,28.23479154
65,Lilayi,-15.51740528,28.23676004
66,ZNS,-15.51276611,28.23663613
67,Plaza Nova,-15.50357411,28.23396883
68,Fair Source Investments Ltd.,-15.50134275,28.23681341
69,Nyoni,-15.49708267,28.24222041
70,St Francis Xavier community ,-15.35860951,28.40759462
71,Waterfalls roundabout,-15.36730405,28.40260128
72,,,
73,Obama (Kamanga),-15.352162,28.376039
74,Makeni Institute Trust,-15.47922886,28.19401249
75,Lantian Filling Station,-15.478646,28.197147
76,Deniz Blocks,-15.47825715,28.20045223
77,Makeni Park,-15.474837,28.215364
78,Obama plaza,-15.35355583,28.37781162
79,Conner Car Park,-15.356722,28.381794
80,Kingdom Hall,-15.297787,28.418245
81,LS Barber - Phase 2,-15.30652906,28.41675426
82,District RD car wash,-15.35845185,28.38083291
83,Chainda station,-15.38959528,28.40917072
84,Chainda clinic,-15.388216,28.40424043
85,Blue house,-15.3870368,28.40002157
86,Avondale school,-15.38562398,28.39486765
87,The place,-15.38165615,28.39373731
88,Divine trust school,-15.38494625,28.39272497
89,Yellow Shop - Shantumbu,-15.561421,28.368161
90,Uncle Steve Trading Center,-15.5491497,28.36164476
91,Quarry site - Shantumbu,-15.5534552,28.36399185
92,Reformed Church of Zambia,-15.547173,28.358769
93,Kazipalile Shop,-15.54482973,28.35596122
94,Aunty Betty's Complex,-15.54343364,28.35452303
95,King Dandy Pub,-15.54212531,28.35261591
96,Royal Blocks Factory,-15.5383931,28.3501757
97,Pama Poultry,-15.514181,28.338657
98,BMB Investments Limited,-15.51214585,28.32888543
99,Connec Block Factory,-15.51057805,28.32141688
100,Lilayli Mall,-15.50893725,28.31168905
101,Texila American University,-15.51027943,28.31157037
102,Lilayi Secondary School,-15.51313538,28.30163881
103,Engen filling Station - Lilayi,-15.51285308,28.29908551
104,Enden filling Station - Kamulanga,-15.513775,28.311263
105,New Apostolic Church - Lilayi,-15.50948014,28.29823515
106,Market Lilayi,-15.5116565,28.29854216
107,ZESCO - Chawama,-15.494197,28.296178
108,Yashar Block Factory,-15.50351128,28.31219643
109,Beam Chrsitian Academy,-15.49793635,28.31267664
110,Acacia Wood Primary School,-15.50164597,28.31236624
111,Chilungamo,-15.49542403,28.31290934
112,Chimutengo,-15.37892027,28.39446931
113,Ndabeni Academy,-15.37645548,28.39470369
114,ZESCO - Shantumbu,-15.514851,28.342058
115,Nizah Academy,-15.52570592,28.34194563
116,Oleandar,-15.37500885,28.39392337
117,Krooks Grill,-15.37323792,28.39282915
118,Chelstone Catholic Church,-15.3722968,28.3911495
119,Chelstone Market,-15.36757816,28.3874433
120,Chelston Presbyterian Church,-15.3693971,28.3895789
121,Chilusa Street,-15.36520182,28.3892532
122,Chelstone Station,-15.367376,28.385872
123,Chelston Police Post,-15.37071544,28.38281261
124,Chelston Tank,-15.37539762,28.38055344
125,Kapwelyomba School,-15.36370398,28.37790061
126,Chris mall,-15.36006239,28.3799333
128,Mubange Ave,-15.3680022,28.37552475
129,St. Joseph,-15.36963545,28.37459676
130,Lukundo,-15.37262054,28.37292308
131,Engen,-15.37738985,28.37102214
132,NRDC,-15.3783021,28.36937783
133,NRDC,-15.37813825,28.36921901
134,Grey Zulu,-15.46868416,28.22439194
135,Sunset,-15.46720849,28.22677996
136,Londola,-15.46398105,28.23693652
137,Near Mart Supermarket,-15.46336091,28.2426418
138,Makeni Clinic,-15.46274675,28.24483945
139,Satwant,-15.45276776,28.22523978
140,Saint Monica,-15.45161904,28.22945747
141,Kilimanjaro,-15.45096074,28.23158411
142,Saint Monica,-15.45029369,28.23364566
143,Green Gate,-15.44969687,28.23549088
144,Freshway - Los Angeles Rd.,-15.448674,28.23878
145,Petroda Filling Station - Los Angeles Rd.,-15.44735038,28.24291449
146,Kanyama Academy,-15.44622129,28.24610058
147,Sebo,-15.44439167,28.24834594
148,Kanyama Police Station,-15.44115522,28.25237006
149,Joget,-15.435961,28.25872
150,Total Filling Station - Makeni Road,-15.46187,28.247409
151,Peewee School,-15.46072548,28.25084366
152,Oryx Filling Station - Makeni Road,-15.45796745,28.25863971
153,Cosmopolitan Mall - Kafue Road,-15.455335,28.265899
154,Makeni Mall,-15.45347237,28.26743661
155,Embassy Mall,-15.45403625,28.26821448
156,Cosmopolitan Mall,-15.454021,28.270124
157,Turn to Chokocha Road,-15.453429,28.273969
