stop_id,stop_name,stop_lat,stop_lon
559,Chitanda Lodge,-15.44891453,28.28893487
560,Edward Siame Enterprises,-15.4510744,28.2892362
561,Pa Couch,-15.44572976,28.29331465
562,Goldcrest Mall,-15.44095551,28.29500589
563,Alter works,-15.45214504,28.31311699
564,Overhill School,-15.4518782,28.3164061
565,Waterwork Plaza,-15.455739,28.320456
566,Lusaka Water Supply and Sanitation,-15.453705,28.318022
567,Baluchi,-15.44877419,28.31411336
568,Libala Mall,-15.4454922,28.3155546
569,St Patricks School,-15.43478348,28.30012204
570,St Patricks School,-15.43485058,28.30008122
571,Kabwata Flats,-15.43764849,28.30518637
572,Kwacha,-15.43699195,28.31225769
573,Kwacha,-15.43710916,28.31222531
574,NIPA - National Institute of Public Admisntration,-15.43813867,28.31504175
575,NIPA - National Institute of Public Admisntration,-15.43821451,28.31500062
576,Pa Kabwata,-15.43449526,28.30849203
577,Pa Kabwata,-15.43455424,28.3084419
578,Yotam,-15.4429453,28.3165109
579,Yotam,-15.44301941,28.31648944
580,Burma - Yotam Junction,-15.439456,28.318071
581,Burma - Yotam Junction,-15.43937737,28.31810517
582,Arakan,-15.44061528,28.32112501
583,Arakan,-15.44069826,28.32108873
584,Engen filling station - Chilimbulu Rd,-15.4472645,28.3269495
585,Baza man Limited Company,-15.44642765,28.32483937
586,Libala High School,-15.4416897,28.3134787
587,Libala High School,-15.441782,28.31344
588,Fairview,-15.44230063,28.33070357
589,National House of Prayer,-15.44206246,28.33312384
590,Fair Rd,-15.441514,28.3386866
591,University Of Maryland,-15.41333135,28.34184798
592,University Of Maryland,-15.41334914,28.34176786
593,Spectra filling station - Chilenje,-15.44128858,28.34360951
594,Spectra filling station - Chilenje,-15.44131842,28.34353421
595,Woodlands Roundabout,-15.4368856,28.34082008
596,Miana Soko Medical Centre,-15.4349419,28.3361213
597,St. Charles Lwanga Catholic Church,-15.44032519,28.32874119
598,ECZ,-15.42719681,28.33862824
599,Lusaka Golf Club,-15.42216007,28.32294784
600,Lusaka Golf Club,-15.4222204,28.32292282
601,Aa Electronics - Kalambo Rd,-15.41151691,28.27674051
602,Aa Electronics - Kalambo Rd,-15.4115891,28.27677865
603,Town - Millenium,-15.41422333,28.27907557
604,Town - Millenium,-15.41410521,28.27966207
605,Town - Millenium,-15.413285,28.278926
606,Zesco - Great E,-15.40743573,28.28586597
607,Zesco - Great E,-15.40751641,28.28588515
608,Zesco - Great E,-15.40767679,28.28593568
609,D & D Centre,-15.405752,28.287471
610,Levy Junction Mall,-15.415647,28.284545
611,City Market,-15.41944382,28.27755666
612,City Market,-15.41943912,28.27803313
613,City Market - Katondo Rd,-15.42082,28.278269
614,City Market - Chiparamba Rd,-15.41726801,28.27879632
615,City Market - Chiparamba Rd,-15.417251,28.27888
616,Young Phiroz - Simoson,-15.4222886,28.2780303
617,Kulima Tower - Ben Bella Rd,-15.42544023,28.27988617
618,Regiment Basic School,-15.44257542,28.32824663
619,Kulima Tower - Freedom Way,-15.42408918,28.27991622
620,Kulima Tower - Freedom Way,-15.42410494,28.28001306
621,Sunsoft Building,-15.41706418,28.28014244
622,Kamwala - Down Town,-15.42801416,28.28328132
623,Kamwala - Down Town,-15.42802065,28.28343895
624,Kamwala Market - Independence Ave,-15.42428436,28.28763266
625,Kamwala Market - Independence Ave,-15.42419385,28.28766498
626,Cairo Mall,-15.42322195,28.28268778
627,Carousel Mall,-15.430771,28.281653
628,Carousel Mall,-15.4304156,28.28228179
629,Rubis Filling Station - Lumumba Rd,-15.42934186,28.28211593
630,Rubis Filling Station - Lumumba Rd,-15.42939078,28.28235131
631,Pa Malasha,-15.43534496,28.28582524
632,High Step Business College,-15.43777907,28.28811443
633,Kulima Tower - Chachacha Rd,-15.423833,28.281243
634,Ministry of Tourism & Arts,-15.41281621,28.28115836
635,Ministry of Tourism & Arts,-15.41293529,28.28099342
636,Garden Chilulu - Manchinchi Rd,-15.399364,28.290889
637,Red Cross - Garden,-15.391669,28.293208
638,Fred Joe Auction Mall,-15.39739143,28.29176496
639,Zambeef - Garden,-15.38928,28.29332
640,Garden Chilulu,-15.38546341,28.29266864
641,Bwinjifumu,-15.40655344,28.29153661
642,Bwinjifumu,-15.40668488,28.29134156
643,Oil Bay - Bwinjifumu,-15.4070358,28.2928922
644,Northmead,-15.40578435,28.29795241
645,Northmead,-15.40565193,28.29791901
646,Northmead,-15.4055887,28.29781674
647,Lake Petroleum - Manda Hill,-15.40126417,28.30466647
648,Lake Petroleum - Manda Hill,-15.40135603,28.30471888
649,Wonder World Amusement Parks,-15.402422,28.291766
650,Lady Diana,-15.4322988,28.2631644
651,Puma - Los Angeles Rd,-15.42823241,28.26822471
652,Choppies - Kanyama,-15.42637283,28.27011435
653,Chibolya Ground,-15.42621838,28.27316994
654,Zamefa,-15.44947586,28.26972408
655,Zamefa,-15.44951904,28.2698078
656,China Mall,-15.43553564,28.2770141
657,China Mall,-15.43563787,28.27714147
658,Home Choice - Kafue Rd,-15.4456585,28.27172025
659,Home Choice - Kafue Rd,-15.44566293,28.27189298
660,John Lenge,-15.4413855,28.27398429
661,John Lenge,-15.4413947,28.27414793
662,Saint Augustine Clinic,-15.44488128,28.28829266
663,Saint Lawrence Church,-15.44071924,28.28754904
664,Goldcrest Mall,-15.43001347,28.2852073
665,Kamwala Clinic,-15.42751181,28.29037564
666,Kamwala Clinic,-15.42740247,28.2903442
667,Kamwala Market,-15.42524,28.288094
668,Kamwala Entrance,-15.42378409,28.2895457
669,Kamwala Entrance,-15.4238578,28.28962264
670,Manda Hill,-15.39773894,28.30892326
671,Manda Hill,-15.39832932,28.30805387
672,Lusaka Rugby club,-15.3958296,28.3109322
673,Lusaka Rugby club,-15.395781,28.311129
674,Arcades,-15.39123004,28.31614653
675,Arcades,-15.39127218,28.31616083
676,Arcades,-15.39131949,28.31620992
677,East Park Mall,-15.39161176,28.31985501
678,Unza,-15.38828841,28.32353775
679,Unza,-15.38837591,28.32356125
680,Marshlands,-15.38738287,28.33495811
681,Marshlands,-15.38747484,28.3349133
682,Munali,-15.38723126,28.34304975
683,Chimwansa - Garden,-15.38494747,28.29765832
684,Sunshine School,-15.38534857,28.30371121
685,Olympia - Katima Mulilo Rd,-15.38573315,28.30741072
686,Zambezi Corner,-15.38647114,28.31593926
687,Rock Insurance Brocks,-15.38399454,28.31539895
688,Roma Church - Zambezi,-15.38159109,28.31562046
689,Foxdale Court,-15.37081279,28.31856269
690,Tank - Zambezi Rd,-15.366819,28.320148
691,Clinic - Roma,-15.36766,28.324784
692,Pa Mulenga,-15.367571,28.327715
693,Ngombe Minestone,-15.364464,28.328212
694,Pa Malasha,-15.37197702,28.32521777
695,Munali Mall,-15.37360014,28.34555852
696,Kabwata,-15.4333926,28.30710895
697,Kabwata,-15.43346645,28.30705642
698,Mumuni School,-15.43127179,28.30444771
699,Mumuni School,-15.43133022,28.3043986
700,Mosque,-15.42491303,28.29593148
701,Mosque,-15.42500925,28.29593623
702,Sikanze Police Hospital,-15.42829344,28.30056101
703,Sikanze Police Hospital,-15.42823162,28.30061349
704,Independence & Burma intersection,-15.4224081,28.29415024
705,Independence & Burma intersection,-15.42249767,28.29418145
706,Zambia Institute of Special Education,-15.43132105,28.29570151
707,Zambia Institute of Special Education,-15.43124824,28.29575407
708,LICEF School,-15.43366796,28.29870936
709,LICEF School,-15.43373947,28.29866217
710,Hindu Hall,-15.42520277,28.29036381
711,UTH Hosptial Station,-15.43157198,28.31212414
712,UTH Hosptial Station,-15.4315724,28.31205226
713,UTH Hosptial,-15.4302182,28.31209206
714,UTH Hosptial,-15.43022333,28.31201553
715,UTH Children Hosptial,-15.42801034,28.31203509
716,UTH Children Hosptial,-15.42801524,28.31194547
717,Ridgeway PO,-15.42655733,28.30924728
718,RDA,-15.42387099,28.30618488
719,Ministry of Finance,-15.42099014,28.30487012
720,Meanwood Mtumbi Watch tower,-15.332674,28.3472
721,Shalimar Road - Kafue Rd,-15.49730396,28.25699088
722,Shalimar Road - Kafue Rd,-15.49721446,28.2570676
723,Zicta - United Nations Ave,-15.422875,28.312119
724,Longacres,-15.41733893,28.31403156
725,Longacres,-15.41741202,28.31405637
726,Nipa,-15.41957145,28.2934822
727,Un - Longacres,-15.41225745,28.31861114
728,Football House,-15.40990139,28.32080567
729,Ngumbo Rd,-15.42384277,28.3147552
730,Civic Center,-15.42052248,28.30039859
731,Civic Center,-15.42060124,28.30043072
732,Ministry of Foreign Affairs,-15.41963437,28.30696856
733,Ministry of Foreign Affairs,-15.4195665,28.30694527
734,Anglican Cathedral of the Holy Cross,-15.4194608,28.30406144
735,Anglican Cathedral of the Holy Cross,-15.41936126,28.30402489
736,PACRA,-15.41664713,28.31646614
737,Archdiocese of Lusaka,-15.41520232,28.31687466
738,Grand Palace Hotel,-15.39525288,28.32217257
739,ZNBC Mass Media,-15.4071449,28.32558797
740,Mass Media Station,-15.40687542,28.32756529
741,Thabo Mbeki & Nangwenya inter.,-15.40273065,28.32268352
742,Kalingalinga Clinic,-15.40745318,28.33039401
743,Lukundo Medical Centre,-15.40856997,28.33577502
744,Kalingalinga Mall,-15.40831628,28.33794064
745,Kalingalinga Police Post,-15.4092626,28.34228495
746,Ndeke Mall,-15.40965869,28.34087318
747,Petroda Filling Station,-15.40875062,28.34406418
748,Fridays Corner,-15.40947853,28.34474511
749,Fridays Corner,-15.40950282,28.34468318
750,Harvest Health Medical Centre,-15.40829768,28.34726478
751,Rubis Energy on Alick Nkhata Rd,-15.40805636,28.35037072
752,Rubis Energy,-15.407652,28.35089257
753,Mutendere Station (west),-15.40220827,28.35551625
754,Mutendere Station (North),-15.401579,28.355982
755,Mutendere Station (south),-15.402726,28.356012
756,First bus stop,-15.40348079,28.34903987
757,Kazimayi Market,-15.400437,28.357797
758,PHI Mall,-15.39641145,28.35785476
759,Hybrid Station,-15.379931,28.365459
760,Hybrid Station,-15.37968569,28.36535673
761,Zesco,-15.3815923,28.3644056
762,Chainama Hospital,-15.38323327,28.35527088
763,Chainama Hospital,-15.38307466,28.35521313
764,Chainama bus stop,-15.38226036,28.35779852
765,Chainama bus stop,-15.38251327,28.35789094
766,Levy Mwanawasa,-15.38412742,28.35214125
767,Levy Mwanawasa,-15.38402612,28.35211944
768,Munali bridge,-15.38609329,28.34499177
769,Munali bridge,-15.38603644,28.34426933
770,Munali Roundabout,-15.38545941,28.34271378
771,Munali Roundabout,-15.38547274,28.34278441
772,Kaunda Square,-15.37221,28.351113
773,Saba Saba Rd.,-15.37429833,28.34894183
774,New apostolic church,-15.36925,28.351372
775,Mango Rd.,-15.36783387,28.3480886
776,Total Service Station Munali,-15.36675741,28.34680543
777,Total Service Station Munali,-15.36678491,28.34686778
778,SGC Filling Station (Chamba Valley),-15.36323361,28.34803641
779,SGC Filling Station (Chamba Valley),-15.36321514,28.34798107
780,"Engen, Murali Rd.",-15.352586,28.352976
781,Chamba Valley Shopping Mall,-15.350833,28.34860145
782,Dangote,-15.339266,28.350748
783,Elohim Health institute,-15.32944467,28.34405073
784,Meanwood Mtumbi Station,-15.32585817,28.34165144
785,Meanwood Mtumbi Station,-15.325921,28.341694
786,Travel Connect Africa,-15.33275595,28.35108492
787,Zambia National Broadcasting,-15.40788834,28.32428869
788,Intercontinental Hotel,-15.4185192,28.31030214
789,Intercontinental Hotel,-15.41858057,28.31032378
790,Shoprite Kalingalinga,-15.40901079,28.33780271
791,Rubis - Kalingalinga,-15.40813698,28.33358983
792,Regiment Basic School,-15.44264511,28.32827061
793,Great N Junction,-15.37546377,28.27768405
127,Car park,-15.36622679,28.37652337
343,Nelson Mandela School - Chunga,-15.3547518,28.25188785
794,Chilenje Market,-15.44766907,28.33510253
795,Chilenje Hospital Junction,-15.44739222,28.3383964
